+1 EpinionsCommonNeighbor_529:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_1893:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_421:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_1960:1
?1 EpinionsCommonNeighbor_107:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_78:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_212:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_250:1
+1 EpinionsCommonNeighbor_92:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_220:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_149:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_319:1
?1 EpinionsCommonNeighbor_304:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_137:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_534:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_597:1
?1 EpinionsCommonNeighbor_235:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_171:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_518:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_595:1
+1 EpinionsCommonNeighbor_152:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_130:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_221:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_316:1
+1 EpinionsCommonNeighbor_357:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_789:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_482:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_1073:1
?1 EpinionsCommonNeighbor_260:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_392:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_434:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_646:1
?1 EpinionsCommonNeighbor_119:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_95:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_297:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_367:1
+1 EpinionsCommonNeighbor_343:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_396:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_464:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_638:1
?1 EpinionsCommonNeighbor_183:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_389:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_239:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_471:1
?1 EpinionsCommonNeighbor_284:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_412:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_602:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_786:1
+1 EpinionsCommonNeighbor_196:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_202:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_391:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_486:1
?0 EpinionsCommonNeighbor_127:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_302:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_449:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_670:1
+1 EpinionsCommonNeighbor_71:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_662:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_155:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_780:1
?1 EpinionsCommonNeighbor_58:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_53:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_114:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_140:1
+1 EpinionsCommonNeighbor_115:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_83:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_227:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_258:1
?1 EpinionsCommonNeighbor_29:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_68:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_33:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_82:1
+1 EpinionsCommonNeighbor_45:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_133:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_51:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_159:1
?1 EpinionsCommonNeighbor_47:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_79:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_66:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_101:1
?1 EpinionsCommonNeighbor_31:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_77:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_63:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_93:1
?1 EpinionsCommonNeighbor_104:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_169:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_24:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_180:1
?1 EpinionsCommonNeighbor_81:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_98:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_118:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_160:1
?1 EpinionsCommonNeighbor_90:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_89:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_105:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_159:1
?1 EpinionsCommonNeighbor_26:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_100:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_12:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_104:1
?1 EpinionsCommonNeighbor_26:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_9:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_51:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_56:1
+1 EpinionsCommonNeighbor_159:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_151:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_228:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_264:1
?1 EpinionsCommonNeighbor_75:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_95:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_211:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_236:1
?1 EpinionsCommonNeighbor_112:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_362:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_90:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_387:1
+1 EpinionsCommonNeighbor_107:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_122:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_104:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_143:1
?0 EpinionsCommonNeighbor_90:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_118:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_76:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_176:1
?1 EpinionsCommonNeighbor_183:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_197:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_331:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_369:1
+1 EpinionsCommonNeighbor_115:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_188:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_111:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_212:1
?1 EpinionsCommonNeighbor_82:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_320:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_47:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_324:1
?1 EpinionsCommonNeighbor_73:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_143:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_33:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_153:1
?1 EpinionsCommonNeighbor_74:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_153:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_146:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_273:1
+1 EpinionsCommonNeighbor_56:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_84:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_49:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_105:1
+1 EpinionsCommonNeighbor_163:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_208:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_133:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_274:1
+1 EpinionsCommonNeighbor_1:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_6:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_1:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_7:1
?1 EpinionsCommonNeighbor_183:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_413:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_81:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_432:1
+1 EpinionsCommonNeighbor_116:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_132:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_107:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_188:1
?0 EpinionsCommonNeighbor_40:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_2:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_73:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_75:1
+1 EpinionsCommonNeighbor_38:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_63:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_66:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_91:1
?1 EpinionsCommonNeighbor_59:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_93:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_27:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_99:1
?1 EpinionsCommonNeighbor_301:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_638:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_90:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_646:1
?0 EpinionsCommonNeighbor_24:1 EpinionsDirected_A_OUT_988:1 EpinionsDirected_B_OUT_3:1 EpinionsDirected_A_IN_1355:1 EpinionsDirected_B_IN_30:1 EpinionsDEBREE_A_1819:1 EpinionsDEBREE_B_32:1
+1 EpinionsCommonNeighbor_52:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_10:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_166:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_170:1
+1 EpinionsCommonNeighbor_107:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_95:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_144:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_226:1
?1 EpinionsCommonNeighbor_119:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_97:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_304:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_358:1
+1 EpinionsCommonNeighbor_160:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_267:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_386:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_567:1
+1 EpinionsCommonNeighbor_120:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_112:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_199:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_229:1
+1 EpinionsCommonNeighbor_302:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_401:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_474:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_686:1
?1 EpinionsCommonNeighbor_469:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_372:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_897:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_1024:1
?1 EpinionsCommonNeighbor_92:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_162:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_112:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_198:1
?1 EpinionsCommonNeighbor_282:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_475:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_847:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_1144:1
+1 EpinionsCommonNeighbor_301:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_257:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_899:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_926:1
+1 EpinionsCommonNeighbor_209:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_274:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_392:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_458:1
?1 EpinionsCommonNeighbor_66:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_65:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_77:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_121:1
+1 EpinionsCommonNeighbor_195:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_210:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_162:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_279:1
?1 EpinionsCommonNeighbor_133:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_396:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_151:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_500:1
+1 EpinionsCommonNeighbor_197:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_258:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_294:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_381:1
+1 EpinionsCommonNeighbor_240:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_128:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_449:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_489:1
?1 EpinionsCommonNeighbor_111:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_74:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_352:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_384:1
+1 EpinionsCommonNeighbor_17:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_68:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_25:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_90:1
?1 EpinionsCommonNeighbor_262:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_690:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_209:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_726:1
?1 EpinionsCommonNeighbor_33:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_60:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_33:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_80:1
?1 EpinionsCommonNeighbor_460:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_1736:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_629:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_2142:1
+1 EpinionsCommonNeighbor_223:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_273:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_684:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_776:1
?1 EpinionsCommonNeighbor_238:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_335:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_579:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_758:1
?1 EpinionsCommonNeighbor_18:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_39:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_74:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_98:1
+1 EpinionsCommonNeighbor_170:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_130:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_1492:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_1559:1
?1 EpinionsCommonNeighbor_113:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_78:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_212:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_250:1
+1 EpinionsCommonNeighbor_115:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_220:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_149:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_319:1
?1 EpinionsCommonNeighbor_265:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_137:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_534:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_597:1
+1 EpinionsCommonNeighbor_213:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_171:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_518:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_595:1
?1 EpinionsCommonNeighbor_140:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_130:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_221:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_316:1
+1 EpinionsCommonNeighbor_96:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_97:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_109:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_178:1
+1 EpinionsCommonNeighbor_289:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_789:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_482:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_1073:1
?1 EpinionsCommonNeighbor_86:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_128:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_136:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_232:1
+1 EpinionsCommonNeighbor_76:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_75:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_161:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_193:1
?1 EpinionsCommonNeighbor_109:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_95:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_297:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_367:1
?1 EpinionsCommonNeighbor_146:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_342:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_177:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_394:1
?1 EpinionsCommonNeighbor_299:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_396:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_464:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_638:1
?1 EpinionsCommonNeighbor_102:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_171:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_131:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_241:1
?1 EpinionsCommonNeighbor_191:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_389:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_239:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_471:1
+1 EpinionsCommonNeighbor_382:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_527:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_870:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_1181:1
?1 EpinionsCommonNeighbor_25:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_50:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_156:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_182:1
+1 EpinionsCommonNeighbor_25:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_65:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_278:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_307:1
+1 EpinionsCommonNeighbor_100:1 EpinionsDirected_A_OUT_1893:1 EpinionsDirected_B_OUT_131:1 EpinionsDirected_A_IN_421:1 EpinionsDirected_B_IN_94:1 EpinionsDEBREE_A_1960:1 EpinionsDEBREE_B_179:1
