+1 SlashdotCommonNeighbor_49:1 SlashdotDirected_A_OUT_177:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_573:1 SlashdotDirected_B_IN_309:1 SlashdotDEBREE_A_666:1 SlashdotDEBREE_B_478:1
?1 SlashdotCommonNeighbor_20:1 SlashdotDirected_A_OUT_47:1 SlashdotDirected_B_OUT_343:1 SlashdotDirected_A_IN_284:1 SlashdotDirected_B_IN_145:1 SlashdotDEBREE_A_314:1 SlashdotDEBREE_B_344:1
?1 SlashdotCommonNeighbor_13:1 SlashdotDirected_A_OUT_47:1 SlashdotDirected_B_OUT_200:1 SlashdotDirected_A_IN_284:1 SlashdotDirected_B_IN_70:1 SlashdotDEBREE_A_314:1 SlashdotDEBREE_B_246:1
+1 SlashdotCommonNeighbor_15:1 SlashdotDirected_A_OUT_47:1 SlashdotDirected_B_OUT_5:1 SlashdotDirected_A_IN_284:1 SlashdotDirected_B_IN_661:1 SlashdotDEBREE_A_314:1 SlashdotDEBREE_B_664:1
?0 SlashdotCommonNeighbor_28:1 SlashdotDirected_A_OUT_47:1 SlashdotDirected_B_OUT_87:1 SlashdotDirected_A_IN_284:1 SlashdotDirected_B_IN_154:1 SlashdotDEBREE_A_314:1 SlashdotDEBREE_B_220:1
?1 SlashdotCommonNeighbor_7:1 SlashdotDirected_A_OUT_47:1 SlashdotDirected_B_OUT_108:1 SlashdotDirected_A_IN_284:1 SlashdotDirected_B_IN_9:1 SlashdotDEBREE_A_314:1 SlashdotDEBREE_B_108:1
+0 SlashdotCommonNeighbor_11:1 SlashdotDirected_A_OUT_47:1 SlashdotDirected_B_OUT_246:1 SlashdotDirected_A_IN_284:1 SlashdotDirected_B_IN_116:1 SlashdotDEBREE_A_314:1 SlashdotDEBREE_B_327:1
?1 SlashdotCommonNeighbor_5:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_116:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_17:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_116:1
+0 SlashdotCommonNeighbor_24:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_42:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_222:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_262:1
+1 SlashdotCommonNeighbor_5:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_0:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_150:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_150:1
?1 SlashdotCommonNeighbor_48:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_185:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_408:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_559:1
+1 SlashdotCommonNeighbor_51:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_213:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_504:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_611:1
?1 SlashdotCommonNeighbor_6:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_32:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_218:1
+1 SlashdotCommonNeighbor_4:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_117:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_239:1
?1 SlashdotCommonNeighbor_5:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_105:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_266:1
+1 SlashdotCommonNeighbor_2:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_10:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_53:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_61:1
?1 SlashdotCommonNeighbor_14:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_95:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_28:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_111:1
?1 SlashdotCommonNeighbor_0:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_26:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_2:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_27:1
?0 SlashdotCommonNeighbor_0:1 SlashdotDirected_A_OUT_147:1 SlashdotDirected_B_OUT_1:1 SlashdotDirected_A_IN_188:1 SlashdotDirected_B_IN_0:1 SlashdotDEBREE_A_309:1 SlashdotDEBREE_B_1:1
+1 SlashdotCommonNeighbor_38:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_263:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_236:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_449:1
?1 SlashdotCommonNeighbor_51:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_173:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_318:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_334:1
?0 SlashdotCommonNeighbor_11:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_79:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_21:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_98:1
+1 SlashdotCommonNeighbor_22:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_42:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_222:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_262:1
?1 SlashdotCommonNeighbor_12:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_200:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_161:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_204:1
+1 SlashdotCommonNeighbor_36:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_401:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_239:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_428:1
+0 SlashdotCommonNeighbor_135:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_1:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_987:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_988:1
?1 SlashdotCommonNeighbor_47:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_6:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_438:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_442:1
?1 SlashdotCommonNeighbor_25:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_158:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_45:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_164:1
?1 SlashdotCommonNeighbor_3:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_63:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_203:1
?0 SlashdotCommonNeighbor_28:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_105:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_266:1
+1 SlashdotCommonNeighbor_8:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_14:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_204:1
+1 SlashdotCommonNeighbor_1:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_16:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_13:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_16:1
?0 SlashdotCommonNeighbor_9:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_67:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_20:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_81:1
?0 SlashdotCommonNeighbor_7:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_60:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_4:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_61:1
?1 SlashdotCommonNeighbor_4:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_35:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_3:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_36:1
?1 SlashdotCommonNeighbor_0:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_0:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_2:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_2:1
?1 SlashdotCommonNeighbor_2:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_49:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_4:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_49:1
+1 SlashdotCommonNeighbor_4:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_23:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_19:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_36:1
?1 SlashdotCommonNeighbor_14:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_132:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_3:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_133:1
+0 SlashdotCommonNeighbor_5:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_62:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_4:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_63:1
+0 SlashdotCommonNeighbor_1:1 SlashdotDirected_A_OUT_149:1 SlashdotDirected_B_OUT_28:1 SlashdotDirected_A_IN_592:1 SlashdotDirected_B_IN_1:1 SlashdotDEBREE_A_672:1 SlashdotDEBREE_B_28:1
?1 SlashdotCommonNeighbor_25:1 SlashdotDirected_A_OUT_263:1 SlashdotDirected_B_OUT_173:1 SlashdotDirected_A_IN_236:1 SlashdotDirected_B_IN_318:1 SlashdotDEBREE_A_449:1 SlashdotDEBREE_B_334:1
?0 SlashdotCommonNeighbor_49:1 SlashdotDirected_A_OUT_263:1 SlashdotDirected_B_OUT_401:1 SlashdotDirected_A_IN_236:1 SlashdotDirected_B_IN_239:1 SlashdotDEBREE_A_449:1 SlashdotDEBREE_B_428:1
?1 SlashdotCommonNeighbor_18:1 SlashdotDirected_A_OUT_263:1 SlashdotDirected_B_OUT_74:1 SlashdotDirected_A_IN_236:1 SlashdotDirected_B_IN_251:1 SlashdotDEBREE_A_449:1 SlashdotDEBREE_B_295:1
?1 SlashdotCommonNeighbor_22:1 SlashdotDirected_A_OUT_263:1 SlashdotDirected_B_OUT_6:1 SlashdotDirected_A_IN_236:1 SlashdotDirected_B_IN_438:1 SlashdotDEBREE_A_449:1 SlashdotDEBREE_B_442:1
+1 SlashdotCommonNeighbor_12:1 SlashdotDirected_A_OUT_263:1 SlashdotDirected_B_OUT_128:1 SlashdotDirected_A_IN_236:1 SlashdotDirected_B_IN_6:1 SlashdotDEBREE_A_449:1 SlashdotDEBREE_B_128:1
?1 SlashdotCommonNeighbor_6:1 SlashdotDirected_A_OUT_263:1 SlashdotDirected_B_OUT_47:1 SlashdotDirected_A_IN_236:1 SlashdotDirected_B_IN_30:1 SlashdotDEBREE_A_449:1 SlashdotDEBREE_B_70:1
?1 SlashdotCommonNeighbor_4:1 SlashdotDirected_A_OUT_263:1 SlashdotDirected_B_OUT_16:1 SlashdotDirected_A_IN_236:1 SlashdotDirected_B_IN_10:1 SlashdotDEBREE_A_449:1 SlashdotDEBREE_B_26:1
+1 SlashdotCommonNeighbor_13:1 SlashdotDirected_A_OUT_263:1 SlashdotDirected_B_OUT_133:1 SlashdotDirected_A_IN_236:1 SlashdotDirected_B_IN_16:1 SlashdotDEBREE_A_449:1 SlashdotDEBREE_B_135:1
?1 SlashdotCommonNeighbor_6:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_218:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_36:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_222:1
?1 SlashdotCommonNeighbor_29:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_385:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_138:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_443:1
?1 SlashdotCommonNeighbor_17:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_343:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_145:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_344:1
+0 SlashdotCommonNeighbor_8:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_200:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_70:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_246:1
?1 SlashdotCommonNeighbor_3:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_128:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_6:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_128:1
?1 SlashdotCommonNeighbor_2:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_38:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_23:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_52:1
+0 SlashdotCommonNeighbor_13:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_32:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_218:1
+1 SlashdotCommonNeighbor_13:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_117:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_239:1
?0 SlashdotCommonNeighbor_3:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_17:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_27:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_40:1
?0 SlashdotCommonNeighbor_12:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_10:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_53:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_61:1
+0 SlashdotCommonNeighbor_7:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_65:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_22:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_81:1
+0 SlashdotCommonNeighbor_4:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_60:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_4:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_61:1
?1 SlashdotCommonNeighbor_5:1 SlashdotDirected_A_OUT_12:1 SlashdotDirected_B_OUT_44:1 SlashdotDirected_A_IN_551:1 SlashdotDirected_B_IN_4:1 SlashdotDEBREE_A_557:1 SlashdotDEBREE_B_44:1
+0 SlashdotCommonNeighbor_6:1 SlashdotDirected_A_OUT_64:1 SlashdotDirected_B_OUT_5:1 SlashdotDirected_A_IN_47:1 SlashdotDirected_B_IN_661:1 SlashdotDEBREE_A_98:1 SlashdotDEBREE_B_664:1
?1 SlashdotCommonNeighbor_17:1 SlashdotDirected_A_OUT_5:1 SlashdotDirected_B_OUT_401:1 SlashdotDirected_A_IN_177:1 SlashdotDirected_B_IN_239:1 SlashdotDEBREE_A_179:1 SlashdotDEBREE_B_428:1
?1 SlashdotCommonNeighbor_4:1 SlashdotDirected_A_OUT_5:1 SlashdotDirected_B_OUT_185:1 SlashdotDirected_A_IN_177:1 SlashdotDirected_B_IN_408:1 SlashdotDEBREE_A_179:1 SlashdotDEBREE_B_559:1
?1 SlashdotCommonNeighbor_0:1 SlashdotDirected_A_OUT_5:1 SlashdotDirected_B_OUT_128:1 SlashdotDirected_A_IN_177:1 SlashdotDirected_B_IN_6:1 SlashdotDEBREE_A_179:1 SlashdotDEBREE_B_128:1
?1 SlashdotCommonNeighbor_9:1 SlashdotDirected_A_OUT_5:1 SlashdotDirected_B_OUT_24:1 SlashdotDirected_A_IN_177:1 SlashdotDirected_B_IN_16:1 SlashdotDEBREE_A_179:1 SlashdotDEBREE_B_29:1
+0 SlashdotCommonNeighbor_4:1 SlashdotDirected_A_OUT_5:1 SlashdotDirected_B_OUT_293:1 SlashdotDirected_A_IN_177:1 SlashdotDirected_B_IN_31:1 SlashdotDEBREE_A_179:1 SlashdotDEBREE_B_297:1
+1 SlashdotCommonNeighbor_1:1 SlashdotDirected_A_OUT_5:1 SlashdotDirected_B_OUT_42:1 SlashdotDirected_A_IN_177:1 SlashdotDirected_B_IN_57:1 SlashdotDEBREE_A_179:1 SlashdotDEBREE_B_95:1
?1 SlashdotCommonNeighbor_2:1 SlashdotDirected_A_OUT_5:1 SlashdotDirected_B_OUT_28:1 SlashdotDirected_A_IN_177:1 SlashdotDirected_B_IN_9:1 SlashdotDEBREE_A_179:1 SlashdotDEBREE_B_33:1
+1 SlashdotCommonNeighbor_0:1 SlashdotDirected_A_OUT_5:1 SlashdotDirected_B_OUT_10:1 SlashdotDirected_A_IN_177:1 SlashdotDirected_B_IN_1:1 SlashdotDEBREE_A_179:1 SlashdotDEBREE_B_10:1
?0 SlashdotCommonNeighbor_0:1 SlashdotDirected_A_OUT_5:1 SlashdotDirected_B_OUT_114:1 SlashdotDirected_A_IN_177:1 SlashdotDirected_B_IN_12:1 SlashdotDEBREE_A_179:1 SlashdotDEBREE_B_119:1
?0 SlashdotCommonNeighbor_9:1 SlashdotDirected_A_OUT_49:1 SlashdotDirected_B_OUT_1:1 SlashdotDirected_A_IN_46:1 SlashdotDirected_B_IN_987:1 SlashdotDEBREE_A_89:1 SlashdotDEBREE_B_988:1
+1 SlashdotCommonNeighbor_13:1 SlashdotDirected_A_OUT_49:1 SlashdotDirected_B_OUT_213:1 SlashdotDirected_A_IN_46:1 SlashdotDirected_B_IN_504:1 SlashdotDEBREE_A_89:1 SlashdotDEBREE_B_611:1
?0 SlashdotCommonNeighbor_4:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_218:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_36:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_222:1
+1 SlashdotCommonNeighbor_13:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_42:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_222:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_262:1
?1 SlashdotCommonNeighbor_41:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_401:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_239:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_428:1
?0 SlashdotCommonNeighbor_7:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_27:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_215:1
+1 SlashdotCommonNeighbor_5:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_102:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_12:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_111:1
?1 SlashdotCommonNeighbor_11:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_293:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_31:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_297:1
?1 SlashdotCommonNeighbor_10:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_201:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_105:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_266:1
?0 SlashdotCommonNeighbor_1:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_46:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_10:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_50:1
+1 SlashdotCommonNeighbor_3:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_67:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_8:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_67:1
?1 SlashdotCommonNeighbor_4:1 SlashdotDirected_A_OUT_173:1 SlashdotDirected_B_OUT_200:1 SlashdotDirected_A_IN_318:1 SlashdotDirected_B_IN_11:1 SlashdotDEBREE_A_334:1 SlashdotDEBREE_B_200:1
